1518116655	1.68
1518116670	1.92
1518116686	1.75
1518116702	1.75
1518116717	1.49
1518116733	1.49
1518116749	1.41
1518116764	1.32
1518116780	1.32
1518116796	1.41
1518116811	1.32
1518116827	1.32
1518116843	1.41
1518116859	1.49
1518116874	1.58
1518116890	1.58
1518116906	1.66
1518116921	1.41
1518116937	1.49
1518116953	1.41
1518116968	1.66
1518116984	1.32
1518117000	1.49
1518117015	1.32
1518117031	1.49
1518117047	1.49
1518117063	1.49
1518117078	1.49
1518117094	1.49
1518117110	1.49
1518117125	1.58
1518117141	1.49
1518117157	1.58
1518117172	1.75
1518117188	1.41
1518117204	1.41
1518117219	1.58
1518117235	1.32
1518117251	1.41
1518117267	1.58
1518117282	1.49
1518117298	1.49
1518117314	1.49
1518117329	1.66
1518117345	1.75
1518117361	1.58
1518117377	1.49
1518117392	1.49
1518117408	1.49
1518117424	1.49
1518117439	1.66
1518117455	1.49
1518117471	1.58
1518117487	1.66
1518117502	1.41
1518117518	1.41
1518117534	1.41
1518117549	1.49
1518117565	1.41
1518117581	1.49
1518117597	1.58
1518117612	1.49
1518117628	1.49
1518117644	1.49
1518117659	1.49
1518117675	1.49
1518117691	1.32
1518117707	1.41
1518117722	1.41
1518117738	1.49
1518117754	1.66
1518117770	1.58
1518117785	1.49
1518117801	1.49
1518117817	1.49
1518117833	1.32
1518117848	1.32
1518117864	1.66
1518117880	1.49
1518117896	1.58
1518117911	1.58
1518117927	1.49
1518117943	1.41
1518117959	1.41
1518117974	1.49
1518117990	1.41
1518118006	1.58
1518118021	1.49
1518118037	1.58
1518118053	1.49
1518118069	1.58
1518118084	1.75
1518118100	1.41
1518118116	1.58
1518118132	1.75
1518118147	1.49
1518118163	1.75
1518118179	1.75
1518118195	1.66
1518118210	1.66
1518118226	1.58
1518118242	1.49
1518118258	1.49
1518118273	1.92
1518118289	1.75
1518118305	1.84
1518118320	1.84
1518118336	1.84
1518118352	1.66
1518118368	1.84
1518118383	1.75
1518118399	1.75
