1517438847	3.10
1517438862	6.65
1517438878	9.49
1517438894	11.81
1517438910	13.53
1517438925	14.48
1517438941	14.82
1517438957	14.91
1517438972	15.08
1517438988	14.91
1517439004	14.82
1517439020	14.48
1517439035	14.74
1517439051	15.17
1517439067	15.34
1517439082	15.43
1517439098	15.43
1517439114	15.25
1517439130	15.00
1517439145	15.00
1517439161	14.91
1517439177	14.65
1517439193	14.91
1517439208	15.17
1517439224	15.43
1517439240	15.25
1517439255	15.25
1517439271	15.43
1517439287	15.34
1517439303	15.08
1517439318	15.08
1517439334	15.17
1517439350	15.34
1517439365	15.25
1517439381	15.25
1517439397	15.25
1517439413	15.43
1517439428	15.34
1517439444	15.25
1517439460	15.08
1517439476	15.08
1517439491	15.08
1517439507	15.43
1517439523	15.51
1517439539	15.51
1517439554	15.60
1517439570	15.34
1517439586	15.34
1517439602	15.25
1517439617	15.25
1517439633	15.51
1517439649	15.94
1517439664	15.94
1517439680	16.11
1517439696	15.86
1517439712	15.86
1517439727	15.68
1517439743	15.51
1517439759	15.68
1517439775	16.03
1517439790	16.37
1517439806	16.37
1517439822	15.94
1517439838	15.94
1517439853	15.77
1517439869	15.60
1517439885	15.77
1517439901	16.11
1517439917	16.54
1517439932	16.29
1517439948	16.29
1517439964	16.29
1517439980	15.94
1517439995	16.29
1517440011	16.54
1517440027	16.97
1517440043	16.80
1517440058	16.63
1517440074	16.63
1517440090	16.29
1517440106	16.20
1517440121	16.54
1517440137	16.80
1517440153	16.54
1517440169	16.46
1517440185	16.37
1517440200	16.11
1517440216	16.11
1517440232	16.37
1517440248	16.63
1517440263	16.89
1517440279	16.72
1517440295	16.63
1517440311	16.72
1517440326	16.63
1517440342	16.63
1517440358	16.97
1517440374	17.23
1517440389	16.89
1517440405	16.72
1517440421	16.80
1517440437	16.46
1517440453	16.29
1517440468	16.63
1517440484	16.80
1517440500	16.89
1517440516	16.63
1517440531	16.72
1517440547	16.29
1517440563	16.29
1517440579	16.63
1517440594	16.63
1517440610	16.63
1517440626	16.37
1517440642	16.29
1517440658	16.29
1517440673	15.86
1517440689	16.03
1517440705	16.29
1517440721	16.37
1517440736	16.29
1517440752	16.37
1517440768	15.94
1517440784	15.86
1517440799	16.03
1517440815	16.03
1517440831	16.29
1517440847	16.29
1517440862	16.11
1517440878	15.94
1517440894	15.77
1517440910	15.94
1517440926	16.03
1517440941	16.29
1517440957	16.29
1517440973	16.20
1517440989	16.11
1517441004	15.94
1517441020	15.60
1517441036	15.94
1517441052	16.29
1517441067	15.94
1517441083	15.94
1517441099	15.94
1517441115	15.68
1517441130	15.43
1517441146	15.94
1517441162	16.29
1517441178	16.29
1517441194	16.29
1517441209	16.20
1517441225	16.20
1517441241	15.94
1517441257	16.03
1517441272	16.20
1517441288	16.29
1517441304	16.29
1517441320	16.29
1517441335	16.20
1517441351	15.86
1517441367	16.03
1517441383	16.29
1517441399	16.63
1517441414	16.46
1517441430	16.29
1517441446	16.29
1517441462	16.03
1517441477	16.03
1517441493	16.11
1517441509	16.37
1517441525	16.37
1517441540	16.37
1517441556	15.94
1517441572	16.20
1517441588	15.68
1517441603	15.94
1517441619	16.29
1517441635	16.63
1517441651	16.46
1517441667	16.29
1517441682	16.29
1517441698	15.94
1517441714	16.11
1517441730	16.37
1517441745	16.63
1517441761	16.54
1517441777	16.46
1517441793	16.37
1517441808	16.20
1517441824	16.03
1517441840	16.29
1517441856	16.63
1517441871	16.72
1517441887	16.63
1517441903	16.63
1517441919	16.29
1517441935	16.11
1517441950	16.54
1517441966	16.63
1517441982	16.63
1517441998	16.63
1517442013	16.37
1517442029	16.37
1517442045	16.20
1517442061	16.63
1517442076	16.89
1517442092	17.23
1517442108	17.15
1517442124	16.97
1517442140	17.15
1517442155	16.63
1517442171	16.72
1517442187	16.97
1517442203	16.97
1517442218	17.15
1517442234	16.97
1517442250	16.89
1517442266	16.72
1517442281	16.29
1517442297	16.72
1517442313	17.06
1517442329	16.97
1517442344	16.97
1517442360	16.97
1517442376	16.63
1517442392	16.37
1517442408	16.63
1517442423	17.06
1517442439	17.06
1517442455	17.06
1517442471	16.97
1517442486	16.97
1517442502	16.63
1517442518	16.63
1517442534	17.06
1517442549	17.49
1517442565	17.23
1517442581	16.97
1517442597	16.97
1517442612	16.63
1517442628	16.63
1517442644	17.06
1517442660	17.40
1517442676	17.32
1517442691	17.32
1517442707	17.32
1517442723	16.97
1517442739	16.89
1517442754	17.32
1517442770	17.75
1517442786	17.66
1517442802	17.66
1517442817	17.58
1517442833	17.49
1517442849	17.15
1517442865	17.23
1517442881	17.49
1517442896	17.32
1517442912	17.32
1517442928	17.15
1517442944	16.97
1517442959	16.97
1517442975	17.06
1517442991	17.66
1517443007	18.01
1517443022	18.09
1517443038	17.92
1517443054	17.66
1517443070	17.40
1517443085	17.49
1517443101	17.92
1517443117	18.26
1517443133	18.09
1517443149	18.01
1517443164	18.09
1517443180	17.66
1517443196	17.49
1517443212	17.66
1517443227	18.09
1517443243	18.26
1517443259	17.83
1517443275	17.75
1517443290	17.32
1517443306	17.40
1517443322	17.40
1517443338	17.66
1517443353	17.75
1517443369	17.83
1517443385	17.58
1517443401	17.40
1517443417	17.66
1517443432	17.40
1517443448	18.01
1517443464	18.44
1517443480	18.09
1517443495	17.83
1517443511	18.01
1517443527	17.83
1517443543	17.66
1517443558	17.92
1517443574	18.26
1517443590	18.44
1517443606	18.26
1517443622	18.01
1517443637	17.92
1517443653	17.92
1517443669	18.35
1517443685	18.44
1517443700	18.69
1517443716	18.52
1517443732	18.44
1517443748	18.01
1517443763	17.66
1517443779	17.66
1517443795	18.26
1517443811	18.44
1517443826	18.18
1517443842	18.09
1517443858	18.09
1517443874	17.92
1517443890	17.75
1517443905	18.09
1517443921	18.35
1517443937	18.35
1517443953	18.35
1517443968	18.18
1517443984	18.01
1517444000	18.01
1517444016	18.18
1517444031	18.61
1517444047	18.44
1517444063	18.44
1517444079	18.01
1517444095	17.83
1517444110	17.83
1517444126	17.83
1517444142	18.35
1517444158	18.44
1517444173	18.35
1517444189	18.26
1517444205	18.09
1517444221	18.09
1517444236	18.09
1517444252	18.35
1517444268	18.52
1517444284	18.61
1517444299	18.44
1517444315	18.18
1517444331	18.09
1517444347	17.92
1517444363	18.35
1517444378	18.52
1517444394	18.61
1517444410	18.44
1517444426	18.09
1517444441	18.09
1517444457	18.18
1517444473	18.35
1517444489	18.69
1517444504	19.12
1517444520	18.69
1517444536	18.61
1517444552	18.35
1517444567	18.35
1517444583	18.26
1517444599	18.78
1517444615	19.04
1517444631	18.69
1517444646	18.52
1517444662	18.52
1517444678	18.01
1517444694	18.01
1517444709	18.61
1517444725	18.95
1517444741	19.12
1517444757	18.78
1517444772	18.69
1517444788	18.44
1517444804	18.26
1517444820	18.61
1517444836	19.30
1517444851	19.12
1517444867	18.78
1517444883	18.61
1517444899	18.35
1517444914	18.35
1517444930	18.78
1517444946	19.12
1517444962	19.04
1517444978	19.04
1517444993	18.69
1517445009	18.69
1517445025	18.95
1517445041	19.38
1517445057	19.38
1517445072	19.21
1517445088	18.95
1517445104	18.95
1517445120	19.04
1517445135	19.47
1517445151	19.90
1517445167	19.90
1517445183	19.47
1517445199	19.38
1517445214	19.47
1517445230	19.98
1517445246	20.50
1517445262	19.21
1517445278	9.92
